material_id,formula,transition_metal,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,energy_above_hull,volume,density,band_gap,is_stable,is_metal
mp-764417,Fe14O15,Fe,8.0,26.0,18.0,16.689655172413794,8.989298454221167,8.0,55.0,87.0,32.0,71.55172413793103,15.980975029726515,87.0,15.9994,55.845,39.8456,35.23520689655172,19.899110582639715,15.9994,54.8,1811.0,1756.2,902.6206896551724,877.0558858501784,54.8,8.0,16.0,8.0,12.137931034482758,3.995243757431629,16.0,2.0,4.0,2.0,2.9655172413793105,0.9988109393579072,2.0,66.0,132.0,66.0,97.86206896551724,32.96076099881094,66.0,1.83,3.44,1.6099999999999999,2.662758620689655,0.8040428061831154,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.0689655172413794,1.9976218787158144,4.0,0.0,6.0,6.0,2.896551724137931,2.996432818073722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,2.0,6.9655172413793105,0.9988109393579072,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0344827586206897,0.9988109393579072,2.0,0.0,4.0,4.0,1.9310344827586208,1.9976218787158144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.9655172413793105,0.9988109393579072,2.0,9.105,10.73,1.625,9.88948275862069,0.8115338882282996,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,1.0189406620689656,1.0540765469678954,0.0,12.0,229.0,217.0,116.75862068965517,108.37098692033292,12.0,0.0582812179310341,306.5112489771459,5.5357631982681905,1.0187,False,False
mp-1224936,Fe15O16,Fe,8.0,26.0,18.0,16.70967741935484,8.990634755463061,8.0,55.0,87.0,32.0,71.51612903225806,15.983350676378773,87.0,15.9994,55.845,39.8456,35.27952903225806,19.902068678459937,15.9994,54.8,1811.0,1756.2,904.574193548387,877.1862643080125,54.8,8.0,16.0,8.0,12.129032258064516,3.9958376690946933,16.0,2.0,4.0,2.0,2.967741935483871,0.9989594172736733,2.0,66.0,132.0,66.0,97.93548387096774,32.96566077003122,66.0,1.83,3.44,1.6099999999999999,2.660967741935484,0.8041623309053069,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.064516129032258,1.9979188345473466,4.0,0.0,6.0,6.0,2.903225806451613,2.9968782518210197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,2.0,6.967741935483871,0.9989594172736733,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.032258064516129,0.9989594172736733,2.0,0.0,4.0,4.0,1.935483870967742,1.9979188345473466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.967741935483871,0.9989594172736733,2.0,9.105,10.73,1.625,9.891290322580645,0.8116545265348595,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,1.0212884516129033,1.0542332403746097,0.0,12.0,229.0,217.0,117.0,108.38709677419355,12.0,0.0834387719354836,344.0009897000486,5.279270058523795,1.4826,False,False
mp-705424,Fe17O18,Fe,8.0,26.0,18.0,16.742857142857144,8.99265306122449,8.0,55.0,87.0,32.0,71.45714285714286,15.986938775510206,87.0,15.9994,55.845,39.8456,35.35297714285714,19.90653648979592,15.9994,54.8,1811.0,1756.2,907.8114285714286,877.3831836734695,54.8,8.0,16.0,8.0,12.114285714285714,3.9967346938775514,16.0,2.0,4.0,2.0,2.9714285714285715,0.9991836734693879,2.0,66.0,132.0,66.0,98.05714285714286,32.9730612244898,66.0,1.83,3.44,1.6099999999999999,2.658,0.804342857142857,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.057142857142857,1.9983673469387757,4.0,0.0,6.0,6.0,2.914285714285714,2.9975510204081632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,2.0,6.9714285714285715,0.9991836734693879,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0285714285714285,0.9991836734693879,2.0,0.0,4.0,4.0,1.9428571428571428,1.9983673469387753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.9714285714285715,0.9991836734693879,2.0,9.105,10.73,1.625,9.894285714285715,0.8118367346938775,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,1.0251790742857143,1.054469904979592,0.0,12.0,229.0,217.0,117.4,108.41142857142856,12.0,0.0396876154285728,377.9556721781888,5.436285634638037,1.5382999999999996,False,False
mp-530048,Fe21O32,Fe,8.0,26.0,18.0,15.132075471698114,8.612317550729799,8.0,55.0,87.0,32.0,74.32075471698113,15.310786756852973,87.0,15.9994,55.845,39.8456,31.787279245283017,19.0646088999644,15.9994,54.8,1811.0,1756.2,750.6528301886792,840.2751156995372,54.8,8.0,16.0,8.0,12.830188679245284,3.8276966892132434,16.0,2.0,4.0,2.0,2.792452830188679,0.9569241723033108,2.0,66.0,132.0,66.0,92.15094339622641,31.578497686009253,66.0,1.83,3.44,1.6099999999999999,2.802075471698113,0.7703239587041653,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4150943396226414,1.9138483446066217,4.0,0.0,6.0,6.0,2.3773584905660377,2.8707725169099323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,2.0,6.7924528301886795,0.9569241723033108,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2075471698113207,0.9569241723033108,2.0,0.0,4.0,4.0,1.5849056603773586,1.9138483446066217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.792452830188679,0.9569241723033108,2.0,9.105,10.73,1.625,9.748867924528303,0.7775008899964403,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.8363003547169812,1.0098721264506942,0.0,12.0,229.0,217.0,97.98113207547169,103.8262726949092,12.0,0.1947037255188677,570.0575742870437,4.907492045547028,0.0,False,True
mp-706875,Fe21O23,Fe,8.0,26.0,18.0,16.59090909090909,8.981404958677686,8.0,55.0,87.0,32.0,71.72727272727273,15.96694214876033,87.0,15.9994,55.845,39.8456,35.01661818181818,19.881637190082643,15.9994,54.8,1811.0,1756.2,892.9863636363636,876.2857438016528,54.8,8.0,16.0,8.0,12.181818181818182,3.9917355371900825,16.0,2.0,4.0,2.0,2.9545454545454546,0.9979338842975206,2.0,66.0,132.0,66.0,97.5,32.93181818181818,66.0,1.83,3.44,1.6099999999999999,2.6715909090909093,0.8033367768595041,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.090909090909091,1.9958677685950412,4.0,0.0,6.0,6.0,2.8636363636363638,2.9938016528925617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,2.0,6.954545454545454,0.9979338842975206,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0454545454545454,0.9979338842975206,2.0,0.0,4.0,4.0,1.9090909090909092,1.9958677685950412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.9545454545454546,0.9979338842975206,2.0,9.105,10.73,1.625,9.880568181818182,0.8108212809917356,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,1.0073617909090908,1.0531509632231406,0.0,12.0,229.0,217.0,115.56818181818181,108.275826446281,12.0,0.0523055902272719,474.7232023530413,5.389339176224495,1.3487,False,False
mp-774295,Fe23O32,Fe,8.0,26.0,18.0,15.527272727272727,8.75900826446281,8.0,55.0,87.0,32.0,73.61818181818182,15.571570247933883,87.0,15.9994,55.845,39.8456,32.662105454545454,19.38932998347107,15.9994,54.8,1811.0,1756.2,789.210909090909,854.5872396694216,54.8,8.0,16.0,8.0,12.654545454545454,3.8928925619834716,16.0,2.0,4.0,2.0,2.8363636363636364,0.9732231404958679,2.0,66.0,132.0,66.0,93.6,32.11636363636364,66.0,1.83,3.44,1.6099999999999999,2.766727272727273,0.7834446280991734,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.327272727272727,1.9464462809917358,4.0,0.0,6.0,6.0,2.5090909090909093,2.919669421487603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,2.0,6.836363636363636,0.9732231404958677,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.1636363636363636,0.9732231404958679,2.0,0.0,4.0,4.0,1.6727272727272726,1.9464462809917353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.8363636363636364,0.9732231404958679,2.0,9.105,10.73,1.625,9.784545454545457,0.7907438016528928,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.8826408072727273,1.027072939371901,0.0,12.0,229.0,217.0,102.74545454545455,105.59471074380166,12.0,0.1866041876363633,576.5993794245261,5.173468315041151,0.0095999999999998,False,False
mp-705553,Fe23O25,Fe,8.0,26.0,18.0,16.625,8.984375,8.0,55.0,87.0,32.0,71.66666666666667,15.972222222222221,87.0,15.9994,55.845,39.8456,35.092083333333335,19.888211805555553,15.9994,54.8,1811.0,1756.2,896.3125,876.5755208333334,54.8,8.0,16.0,8.0,12.166666666666666,3.9930555555555554,16.0,2.0,4.0,2.0,2.9583333333333335,0.9982638888888888,2.0,66.0,132.0,66.0,97.625,32.942708333333336,66.0,1.83,3.44,1.6099999999999999,2.6685416666666666,0.8036024305555555,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.0833333333333335,1.996527777777778,4.0,0.0,6.0,6.0,2.875,2.9947916666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,2.0,6.958333333333333,0.9982638888888888,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0416666666666667,0.998263888888889,2.0,0.0,4.0,4.0,1.9166666666666667,1.9965277777777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.9583333333333335,0.9982638888888888,2.0,9.105,10.73,1.625,9.883645833333334,0.8110894097222223,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,1.0113592583333333,1.0534992274305557,0.0,12.0,229.0,217.0,115.97916666666667,108.31163194444446,12.0,0.049515041666666,516.4686557619616,5.415711461412236,1.2771000000000003,False,False
mp-1194978,Fe25O32,Fe,8.0,26.0,18.0,15.894736842105264,8.86426592797784,8.0,55.0,87.0,32.0,72.96491228070175,15.758694983071715,87.0,15.9994,55.845,39.8456,33.475540350877196,19.62233302554632,15.9994,54.8,1811.0,1756.2,825.0631578947368,864.8568790397046,54.8,8.0,16.0,8.0,12.491228070175438,3.9396737457679287,16.0,2.0,4.0,2.0,2.8771929824561404,0.9849184364419822,2.0,66.0,132.0,66.0,94.94736842105263,32.502308402585406,66.0,1.83,3.44,1.6099999999999999,2.733859649122807,0.7928593413357956,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.245614035087719,1.9698368728839644,4.0,0.0,6.0,6.0,2.6315789473684212,2.9547553093259467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,2.0,6.87719298245614,0.9849184364419822,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.1228070175438596,0.9849184364419822,2.0,0.0,4.0,4.0,1.7543859649122806,1.9698368728839641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.8771929824561404,0.9849184364419822,2.0,9.105,10.73,1.625,9.817719298245613,0.8002462296091103,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.925729298245614,1.039415352416128,0.0,12.0,229.0,217.0,107.17543859649123,106.86365035395507,12.0,0.1830700547368424,578.6279415763722,5.47585762951727,0.0,False,True
mp-863766,Fe32O35,Fe,8.0,26.0,18.0,16.597014925373134,8.981955892180887,8.0,55.0,87.0,32.0,71.71641791044776,15.967921586099353,87.0,15.9994,55.845,39.8456,35.030134328358216,19.88285676097126,15.9994,54.8,1811.0,1756.2,893.5820895522388,876.3394965471151,54.8,8.0,16.0,8.0,12.17910447761194,3.991980396524838,16.0,2.0,4.0,2.0,2.955223880597015,0.9979950991312095,2.0,66.0,132.0,66.0,97.5223880597015,32.93383827132992,66.0,1.83,3.44,1.6099999999999999,2.6710447761194027,0.8033860548006236,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.08955223880597,1.995990198262419,4.0,0.0,6.0,6.0,2.8656716417910446,2.9939852973936287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,2.0,6.955223880597015,0.9979950991312095,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.044776119402985,0.9979950991312095,2.0,0.0,4.0,4.0,1.9104477611940298,1.995990198262419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.955223880597015,0.9979950991312095,2.0,9.105,10.73,1.625,9.881119402985076,0.8108710180441079,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,1.0080777552238807,1.0532155651592783,0.0,12.0,229.0,217.0,115.64179104477611,108.28246825573625,12.0,0.0568135191044785,732.2937948818808,5.32206714331942,0.5078999999999998,False,False
mp-694910,Fe35O36,Fe,8.0,26.0,18.0,16.87323943661972,8.99821463995239,8.0,55.0,87.0,32.0,71.22535211267606,15.996826026582028,87.0,15.9994,55.845,39.8456,35.64159718309859,19.918847847649275,15.9994,54.8,1811.0,1756.2,920.5323943661972,877.925808371355,54.8,8.0,16.0,8.0,12.056338028169014,3.999206506645507,16.0,2.0,4.0,2.0,2.9859154929577465,0.9998016266613767,2.0,66.0,132.0,66.0,98.53521126760563,32.99345367982543,66.0,1.83,3.44,1.6099999999999999,2.646338028169014,0.8048403094624081,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.028169014084507,1.9996032533227535,4.0,0.0,6.0,6.0,2.9577464788732395,2.99940487998413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,2.0,6.985915492957746,0.9998016266613767,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0140845070422535,0.9998016266613767,2.0,0.0,4.0,4.0,1.971830985915493,1.9996032533227535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.9859154929577465,0.9998016266613767,2.0,9.105,10.73,1.625,9.90605633802817,0.8123388216623686,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,1.0404675774647887,1.0551220503868282,0.0,12.0,229.0,217.0,118.97183098591549,108.47847649275937,12.0,0.7833586849295777,751.1078958069701,5.59451286578972,0.2105000000000001,False,False
mp-705753,Fe38O39,Fe,8.0,26.0,18.0,16.883116883116884,8.998482037443075,8.0,55.0,87.0,32.0,71.20779220779221,15.997301399898802,87.0,15.9994,55.845,39.8456,35.66346233766234,19.91943977061899,15.9994,54.8,1811.0,1756.2,921.4961038961038,877.9518974531962,54.8,8.0,16.0,8.0,12.051948051948052,3.9993253499747006,16.0,2.0,4.0,2.0,2.987012987012987,0.9998313374936751,2.0,66.0,132.0,66.0,98.57142857142857,32.99443413729128,66.0,1.83,3.44,1.6099999999999999,2.6454545454545455,0.8048642266824084,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.0259740259740258,1.99966267498735,4.0,0.0,6.0,6.0,2.961038961038961,2.999494012481026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,2.0,6.987012987012987,0.9998313374936751,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0129870129870129,0.999831337493675,2.0,0.0,4.0,4.0,1.974025974025974,1.9996626749873507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.987012987012987,0.9998313374936751,2.0,9.105,10.73,1.625,9.906948051948053,0.8123629617136111,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,1.0416257974025975,1.0551534051610727,0.0,12.0,229.0,217.0,119.0909090909091,108.48170011806374,12.0,0.0708972445454545,817.9429909710078,5.574941207729374,1.3910999999999998,False,False
mp-757565,Fe41O56,Fe,8.0,26.0,18.0,15.608247422680412,8.784780529280477,8.0,55.0,87.0,32.0,73.47422680412372,15.617387607609736,87.0,15.9994,55.845,39.8456,32.84135463917526,19.44638061430545,15.9994,54.8,1811.0,1756.2,797.1113402061856,857.1017536401317,54.8,8.0,16.0,8.0,12.618556701030927,3.904346901902434,16.0,2.0,4.0,2.0,2.845360824742268,0.9760867254756085,2.0,66.0,132.0,66.0,93.89690721649484,32.210861940695075,66.0,1.83,3.44,1.6099999999999999,2.759484536082474,0.7857498140078648,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.3092783505154637,1.952173450951217,4.0,0.0,6.0,6.0,2.536082474226804,2.9282601764268255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,2.0,6.845360824742268,0.9760867254756085,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.1546391752577319,0.9760867254756085,2.0,0.0,4.0,4.0,1.690721649484536,1.952173450951217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.845360824742268,0.9760867254756085,2.0,9.105,10.73,1.625,9.791855670103093,0.7930704644489319,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.8921358226804124,1.0300949705175895,0.0,12.0,229.0,217.0,103.72164948453609,105.90540971410353,12.0,0.0848202781443294,1083.478033687803,4.882269897149725,0.0154,False,False
mp-530050,Fe43O64,Fe,8.0,26.0,18.0,15.233644859813085,8.653332168748364,8.0,55.0,87.0,32.0,74.14018691588785,15.383701633330421,87.0,15.9994,55.845,39.8456,32.01211775700935,19.155400681282206,15.9994,54.8,1811.0,1756.2,760.5626168224298,844.2767752642152,54.8,8.0,16.0,8.0,12.785046728971963,3.8459254083326053,16.0,2.0,4.0,2.0,2.803738317757009,0.9614813520831513,2.0,66.0,132.0,66.0,92.5233644859813,31.728884618743994,66.0,1.83,3.44,1.6099999999999999,2.7929906542056075,0.7739924884269367,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.392523364485981,1.9229627041663029,4.0,0.0,6.0,6.0,2.411214953271028,2.884444056249454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,2.0,6.803738317757009,0.9614813520831513,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.1962616822429906,0.9614813520831514,2.0,0.0,4.0,4.0,1.6074766355140186,1.9229627041663029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.803738317757009,0.9614813520831513,2.0,9.105,10.73,1.625,9.758037383177571,0.7812035985675606,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.8482102841121496,1.014681461367805,0.0,12.0,229.0,217.0,99.20560747663552,104.32072670102193,12.0,0.1161095049532718,1241.3194350304952,4.582091173654353,0.8886999999999996,False,False
mp-796278,CoO2,Co,8.0,27.0,19.0,14.333333333333334,8.444444444444445,8.0,58.0,87.0,29.0,77.33333333333333,12.888888888888891,87.0,15.9994,58.933195,42.933794999999996,30.310665,19.081686666666666,15.9994,54.8,1768.0,1713.2,625.8666666666667,761.4222222222221,54.8,9.0,16.0,7.0,13.666666666666666,3.111111111111111,16.0,2.0,4.0,2.0,2.6666666666666665,0.8888888888888888,2.0,66.0,126.0,60.0,86.0,26.666666666666668,66.0,1.88,3.44,1.56,2.92,0.6933333333333334,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.6666666666666665,1.777777777777778,4.0,0.0,7.0,7.0,2.3333333333333335,3.1111111111111107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,3.0,7.0,1.3333333333333333,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.3333333333333333,0.888888888888889,2.0,0.0,3.0,3.0,1.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,2.3333333333333335,0.4444444444444445,2.0,9.105,10.245,1.1399999999999988,9.485,0.5066666666666659,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5484712,1.5484712,0.5161570666666667,0.6882094222222221,0.0,12.0,194.0,182.0,72.66666666666667,80.8888888888889,12.0,0.1642942700000018,124.29623775597088,2.429617067071438,0.7414999999999998,False,False
mp-1079523,CoO4,Co,8.0,27.0,19.0,11.8,6.08,8.0,58.0,87.0,29.0,81.2,9.279999999999998,87.0,15.9994,58.933195,42.933794999999996,24.586159,13.7388144,15.9994,54.8,1768.0,1713.2,397.44,548.2239999999999,54.8,9.0,16.0,7.0,14.6,2.24,16.0,2.0,4.0,2.0,2.4,0.6399999999999999,2.0,66.0,126.0,60.0,78.0,19.2,66.0,1.88,3.44,1.56,3.128,0.4991999999999999,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,3.2,1.2799999999999998,4.0,0.0,7.0,7.0,1.4,2.2399999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,3.0,6.6,0.9599999999999997,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.6,0.6399999999999999,2.0,0.0,3.0,3.0,0.6,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,2.2,0.3200000000000001,2.0,9.105,10.245,1.1399999999999988,9.333,0.3647999999999996,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5484712,1.5484712,0.30969424,0.49551078400000004,0.0,12.0,194.0,182.0,48.4,58.239999999999995,12.0,0.5991084150000008,196.48956487420548,2.0777834996131443,0.0121999999999999,False,False
mp-1244882,CoO,Co,8.0,27.0,19.0,17.5,9.5,8.0,58.0,87.0,29.0,72.5,14.5,58.0,15.9994,58.933195,42.933794999999996,37.466297499999996,21.466897499999998,15.9994,54.8,1768.0,1713.2,911.4,856.6,54.8,9.0,16.0,7.0,12.5,3.5,9.0,2.0,4.0,2.0,3.0,1.0,2.0,66.0,126.0,60.0,96.0,30.0,66.0,1.88,3.44,1.56,2.66,0.78,1.88,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.0,2.0,0.0,0.0,7.0,7.0,3.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,3.0,7.5,1.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,3.0,3.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,2.5,0.5,2.0,9.105,10.245,1.1399999999999988,9.675,0.5699999999999994,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5484712,1.5484712,0.7742356,0.7742356,0.0,12.0,194.0,182.0,103.0,91.0,12.0,0.4017379017500007,1044.2359862327437,4.76629816147042,0.2197,False,False
